,paragraph_id,sentence_id,course,essay_new,annotated_sentence,full_error_tag,error_tag,correction,error,target,source,correction_index,new_error_type,final_evident_index,target_sentence,source_sentence
265,614,e04dec86f31e054b987e2ba4ed0141ed496a932c4a8a6266c6141ec16d8e0818,SPA 2,"La película, se llama Malcolm X, muestra la vida difícil de Malcolm X y otros afroamericanos en las Estados Unidos en ese momento de historia.","La película, se llama Malcolm X, muestra la vida difícil de Malcolm X y otros afroamericanos en [las]{los}<ga:mf:det:inan> Estados Unidos en ese momento de historia.",[las]{los}<ga:mf:det:inan>,ga:mf:det:inan,los,las,"['La', 'película', ',', 'se', 'llama', 'Malcolm', 'X', ',', 'muestra', 'la', 'vida', 'difícil', 'de', 'Malcolm', 'X', 'y', 'otros', 'afroamericanos', 'en', 'los', 'Estados', 'Unidos', 'en', 'ese', 'momento', 'de', 'historia', '.']","['La', 'película', ',', 'se', 'llama', 'Malcolm', 'X', ',', 'muestra', 'la', 'vida', 'difícil', 'de', 'Malcolm', 'X', 'y', 'otros', 'afroamericanos', 'en', 'las', 'Estados', 'Unidos', 'en', 'ese', 'momento', 'de', 'historia', '.']","[19, 48]",gender agreement,"[23, 24, 25, 52, 53, 54]","La película, se llama Malcolm X, muestra la vida difícil de Malcolm X y otros afroamericanos en los Estados Unidos en ese momento de historia.","La película, se llama Malcolm X, muestra la vida difícil de Malcolm X y otros afroamericanos en las Estados Unidos en ese momento de historia."
266,619,6e969bf2fef3bddd0f50b7acd2a8a6698a0ccc4b4a0599dcabdb14cd5eba7010,SPA 3,Una persona famoso es Pablo Picasso.,Una persona [famoso]{famosa}<ga:fm:adj:an> es Pablo Picasso.,[famoso]{famosa}<ga:fm:adj:an>,ga:fm:adj:an,famosa,famoso,"['Una', 'persona', 'famosa', 'es', 'Pablo', 'Picasso', '.']","['Una', 'persona', 'famoso', 'es', 'Pablo', 'Picasso', '.']","[2, 10]",gender agreement,"[0, 1, 8, 9]",Una persona famosa es Pablo Picasso.,Una persona famoso es Pablo Picasso.
267,619,060cc0e8c504bd698e92cc898ac5ec83ed9a823645546c07c132391aaf0cf2f4,SPA 3,"En el periodio de ""Azul,"" Picasso pintó con oscuro colores.","En el periodio de ""Azul,"" Picasso pintó con [oscuro]{oscuros}<na:ps:adj:inan> colores.",[oscuro]{oscuros}<na:ps:adj:inan>,na:ps:adj:inan,oscuros,oscuro,"['En', 'el', 'periodio', 'de', '""', 'Azul', ',', '""', 'Picasso', 'pintó', 'con', 'oscuros', 'colores', '.']","['En', 'el', 'periodio', 'de', '""', 'Azul', ',', '""', 'Picasso', 'pintó', 'con', 'oscuro', 'colores', '.']","[11, 26]",number agreement,"[9, 10, 12, 24, 25, 27]","En el periodio de ""Azul,"" Picasso pintó con oscuros colores.","En el periodio de ""Azul,"" Picasso pintó con oscuro colores."
268,619,011e829a5630cbc360f430e00cf49bbf4cd4e10f0abcb526bc164fd52b2961cf,SPA 3,"Sus pinturas más famoso fueron ""La Vie"" y ""The Old Guitarist.""","Sus pinturas más [famoso]{famosas}<ga:na:fm:ps:adj:inan> fueron ""La Vie"" y ""The Old Guitarist.""",[famoso]{famosas}<ga:na:fm:ps:adj:inan>,ga:na:fm:ps:adj:inan,famosas,famoso,"['Sus', 'pinturas', 'más', 'famosas', 'fueron', '""', 'La', 'Vie', '""', 'y', '""', 'The', 'Old', 'Guitarist', '.', '""']","['Sus', 'pinturas', 'más', 'famoso', 'fueron', '""', 'La', 'Vie', '""', 'y', '""', 'The', 'Old', 'Guitarist', '.', '""']","[3, 20]",gender and number agreement,"[1, 2, 18, 19]","Sus pinturas más famosas fueron ""La Vie"" y"" The Old Guitarist.""","Sus pinturas más famoso fueron ""La Vie"" y"" The Old Guitarist."""
269,620,36ae3e6a21ec7677e7e525ccc83d9090967f72bb5aa8f7ada984d2c0efaedf6e,SPA 3,"Cuando ella estaba joven, escribió una blog sobre el Taliban y la educación peor en su país.","Cuando ella estaba joven, escribió [una]{un}<ga:mf:det:inan> blog sobre el Taliban y la educación peor en su país.",[una]{un}<ga:mf:det:inan>,ga:mf:det:inan,un,una,"['Cuando', 'ella', 'estaba', 'joven', ',', 'escribió', 'un', 'blog', 'sobre', 'el', 'Taliban', 'y', 'la', 'educación', 'peor', 'en', 'su', 'país', '.']","['Cuando', 'ella', 'estaba', 'joven', ',', 'escribió', 'una', 'blog', 'sobre', 'el', 'Taliban', 'y', 'la', 'educación', 'peor', 'en', 'su', 'país', '.']","[6, 26]",gender agreement,"[7, 8, 27, 28]","Cuando ella estaba joven, escribió un blog sobre el Taliban y la educación peor en su país.","Cuando ella estaba joven, escribió una blog sobre el Taliban y la educación peor en su país."
270,620,cc46318565726b427ce6ad5fbe674db36c72e1cf50a8630ac8bceda3a2ac26a5,SPA 3,"Malala ha visto el mal en el gente, pero todavía trata el mundo con un corazón abierto.","Malala ha visto el mal en [el]{la}<ga:fm:det:an> gente, pero todavía trata el mundo con un corazón abierto.",[el]{la}<ga:fm:det:an>,ga:fm:det:an,la,el,"['Malala', 'ha', 'visto', 'el', 'mal', 'en', 'la', 'gente', ',', 'pero', 'todavía', 'trata', 'el', 'mundo', 'con', 'un', 'corazón', 'abierto', '.']","['Malala', 'ha', 'visto', 'el', 'mal', 'en', 'el', 'gente', ',', 'pero', 'todavía', 'trata', 'el', 'mundo', 'con', 'un', 'corazón', 'abierto', '.']","[6, 26]",gender agreement,"[4, 24]","Malala ha visto el mal en la gente, pero todavía trata el mundo con un corazón abierto.","Malala ha visto el mal en el gente, pero todavía trata el mundo con un corazón abierto."
271,620,1b7dd1c0c250e5683ae66805249366f510a2e0b03d572ebde109c3d2a632f465,SPA 3,"Es muy especial  para tener este característica, y no es fácil.","Es muy especial  para tener [este]{esta}<ga:fm:det:inan> característica, y no es fácil.",[este]{esta}<ga:fm:det:inan>,ga:fm:det:inan,esta,este,"['Es', 'muy', 'especial', 'para', 'tener', 'esta', 'característica', ',', 'y', 'no', 'es', 'fácil', '.']","['Es', 'muy', 'especial', 'para', 'tener', 'este', 'característica', ',', 'y', 'no', 'es', 'fácil', '.']","[5, 19]",gender agreement,"[4, 6, 18, 20]","Es muy especial para tener esta característica, y no es fácil.","Es muy especial para tener este característica, y no es fácil."
272,620,9d6b5bb9f5ed9dde110d4099b55f6b74456c67e66f7c4224b53d9bc4f833d45b,SPA 3,"Sin embargo, Malala siempre es positivo y quiere ayudar todas las personas.","Sin embargo, Malala siempre es [positivo]{positiva}<ga:fm:adj:an> y quiere ayudar todas las personas.",[positivo]{positiva}<ga:fm:adj:an>,ga:fm:adj:an,positiva,positivo,"['Sin', 'embargo', ',', 'Malala', 'siempre', 'es', 'positiva', 'y', 'quiere', 'ayudar', 'todas', 'las', 'personas', '.']","['Sin', 'embargo', ',', 'Malala', 'siempre', 'es', 'positivo', 'y', 'quiere', 'ayudar', 'todas', 'las', 'personas', '.']","[6, 21]",gender agreement,"[3, 4, 5, 18, 19, 20]","Sin embargo, Malala siempre es positiva y quiere ayudar todas las personas.","Sin embargo, Malala siempre es positivo y quiere ayudar todas las personas."
273,620,3347fc2650202e5db6220793e8720c51f210063b0a6cbf7a23f233c0d4371de8,SPA 3,Aunque Malala siempre es positivo y quiere ayudar todas las personas.,Aunque Malala siempre es [positivo]{positiva}<ga:fm:adj:an> y quiere ayudar todas las personas.,[positivo]{positiva}<ga:fm:adj:an>,ga:fm:adj:an,positiva,positivo,"['Aunque', 'Malala', 'siempre', 'es', 'positiva', 'y', 'quiere', 'ayudar', 'todas', 'las', 'personas', '.']","['Aunque', 'Malala', 'siempre', 'es', 'positivo', 'y', 'quiere', 'ayudar', 'todas', 'las', 'personas', '.']","[4, 17]",gender agreement,"[1, 3, 14, 16]",Aunque Malala siempre es positiva y quiere ayudar todas las personas.,Aunque Malala siempre es positivo y quiere ayudar todas las personas.
274,620,81e79fded1b29c199949eda4bf8c7084d4a2d01551472937714841eba23d9e8c,SPA 3,"Es un característica increíble, y deseo que ella inspire a otros.","Es [un]{una}<ga:fm:det:inan> característica increíble, y deseo que ella inspire a otros.",[un]{una}<ga:fm:det:inan>,ga:fm:det:inan,una,un,"['Es', 'una', 'característica', 'increíble', ',', 'y', 'deseo', 'que', 'ella', 'inspire', 'a', 'otros', '.']","['Es', 'un', 'característica', 'increíble', ',', 'y', 'deseo', 'que', 'ella', 'inspire', 'a', 'otros', '.']","[1, 15]",gender agreement,"[2, 16]","Es una característica increíble, y deseo que ella inspire a otros.","Es un característica increíble, y deseo que ella inspire a otros."
275,621,4f09b28e75e3e9482a06d713c1d233e4ce4c74ca51b0b2751f07028f61eda66c,SPA 2,"A famous person: Tony Stark

Permíteme presentarte a mi persono favorite y famoso, Tony Stark.","A famous person: Tony Stark Permíteme presentarte a mi [persono]{persona}<ig:m:noun:an> favorite y famoso, Tony Stark.",[persono]{persona}<ig:m:noun:an>,ig:m:noun:an,persona,persono,"['A', 'famous', 'person', ':', 'Tony', 'Stark', 'Permíteme', 'presentarte', 'a', 'mi', 'persona', 'favorite', 'y', 'famoso', ',', 'Tony', 'Stark', '.']","['A', 'famous', 'person', ':', 'Tony', 'Stark', 'Permíteme', 'presentarte', 'a', 'mi', 'persono', 'favorite', 'y', 'famoso', ',', 'Tony', 'Stark', '.']","[10, 29]",gender agreement,"[11, 12, 13, 30, 31, 32]","A famous person: Tony Stark Permíteme presentarte a mi persona favorite y famoso, Tony Stark.","A famous person: Tony Stark Permíteme presentarte a mi persono favorite y famoso, Tony Stark."
276,621,a5c1bdbdd6c9d2a2888ae3fb4d66f84806a6d7a746d7676527a4180d500ba556,SPA 2,"Con respecto a sus familia y amigos, sus mejores amigos son War Machine y Bruce Banner ""The Hulk"".","Con respecto a [sus]{su}<na:sp:det:an> familia y amigos, sus mejores amigos son War Machine y Bruce Banner ""The Hulk"".",[sus]{su}<na:sp:det:an>,na:sp:det:an,su,sus,"['Con', 'respecto', 'a', 'su', 'familia', 'y', 'amigos', ',', 'sus', 'mejores', 'amigos', 'son', 'War', 'Machine', 'y', 'Bruce', 'Banner', '""', 'The', 'Hulk', '""', '.']","['Con', 'respecto', 'a', 'sus', 'familia', 'y', 'amigos', ',', 'sus', 'mejores', 'amigos', 'son', 'War', 'Machine', 'y', 'Bruce', 'Banner', '""', 'The', 'Hulk', '""', '.']","[3, 26]",number agreement,"[2, 4, 25, 27]","Con respecto a su familia y amigos, sus mejores amigos son War Machine y Bruce Banner ""The Hulk"" .","Con respecto a sus familia y amigos, sus mejores amigos son War Machine y Bruce Banner ""The Hulk"" ."
277,621,8e145ba253b722981477eabc990f848e81956aad723e24b6c32bf6ae38ec9d97,SPA 2,La semana pasado el peleó en la batalla en Titan con Thanos.,La semana [pasado]{pasada}<ga:fm:adj:inan> el peleó en la batalla en Titan con Thanos.,[pasado]{pasada}<ga:fm:adj:inan>,ga:fm:adj:inan,pasada,pasado,"['La', 'semana', 'pasada', 'el', 'peleó', 'en', 'la', 'batalla', 'en', 'Titan', 'con', 'Thanos', '.']","['La', 'semana', 'pasado', 'el', 'peleó', 'en', 'la', 'batalla', 'en', 'Titan', 'con', 'Thanos', '.']","[2, 16]",gender agreement,"[0, 1, 14, 15]",La semana pasada el peleó en la batalla en Titan con Thanos.,La semana pasado el peleó en la batalla en Titan con Thanos.
278,622,7e9a9dfd0714df17390f8a9bd5c7858e3406d8d4603cc3a80c4bd77cf2fbe954,SPA 3,Yo no tengo un favorita famosa persona.,Yo no tengo [un]{una}<ga:fm:det:an> favorita famosa persona.,[un]{una}<ga:fm:det:an>,ga:fm:det:an,una,un,"['Yo', 'no', 'tengo', 'una', 'favorita', 'famosa', 'persona', '.']","['Yo', 'no', 'tengo', 'un', 'favorita', 'famosa', 'persona', '.']","[3, 12]",gender agreement,"[2, 4, 11, 13]",Yo no tengo una favorita famosa persona.,Yo no tengo un favorita famosa persona.
279,622,5d2f213768c32a65f8adda0bd0888982f866506566f0671951d219bdd15bf9ab,SPA 3,Me gusta a mucho gente.,Me gusta a [mucho]{mucha}<ga:fm:det:an> gente.,[mucho]{mucha}<ga:fm:det:an>,ga:fm:det:an,mucha,mucho,"['Me', 'gusta', 'a', 'mucha', 'gente', '.']","['Me', 'gusta', 'a', 'mucho', 'gente', '.']","[3, 10]",gender agreement,"[1, 2, 4, 8, 9, 11]",Me gusta a mucha gente.,Me gusta a mucho gente.
280,622,7327287ea0247935a42690df2284af2dfc612598d0d4572f01238a699fbaa38b,SPA 3,Pero esta ano me gusta a Cardi B.,Pero [esta]{este}<ga:mf:det:inan> ano me gusta a Cardi B.,[esta]{este}<ga:mf:det:inan>,ga:mf:det:inan,este,esta,"['Pero', 'este', 'ano', 'me', 'gusta', 'a', 'Cardi', 'B', '.']","['Pero', 'esta', 'ano', 'me', 'gusta', 'a', 'Cardi', 'B', '.']","[1, 11]",gender agreement,"[2, 12]",Pero este ano me gusta a Cardi B.,Pero esta ano me gusta a Cardi B.
281,622,d16617adad51927dbbb76892af1e47a66fc915c3dd200096b8b8c2087b635c9e,SPA 3,Me gusta a Cardi B porque ella no es como otra personas famosas.,Me gusta a Cardi B porque ella no es como [otra]{otras}<na:ps:det:an> personas famosas.,[otra]{otras}<na:ps:det:an>,na:ps:det:an,otras,otra,"['Me', 'gusta', 'a', 'Cardi', 'B', 'porque', 'ella', 'no', 'es', 'como', 'otras', 'personas', 'famosas', '.']","['Me', 'gusta', 'a', 'Cardi', 'B', 'porque', 'ella', 'no', 'es', 'como', 'otra', 'personas', 'famosas', '.']","[10, 25]",number agreement,"[11, 12, 26, 27]",Me gusta a Cardi B porque ella no es como otras personas famosas.,Me gusta a Cardi B porque ella no es como otra personas famosas.
282,622,48bf0469b69df8654c3ac0fb4cee941667b6bb6608fd5afe3e612ba65ef0f49d,SPA 3,"Después ella tenia otro canciones como No Limit, Motorsport, y Finesse que fueron en el Billboard también.","Después ella tenia [otro]{otras}<ga:na:fm:ps:det:inan> canciones como No Limit, Motorsport, y Finesse que fueron en el Billboard también.",[otro]{otras}<ga:na:fm:ps:det:inan>,ga:na:fm:ps:det:inan,otras,otro,"['Después', 'ella', 'tenia', 'otras', 'canciones', 'como', 'No', 'Limit', ',', 'Motorsport', ',', 'y', 'Finesse', 'que', 'fueron', 'en', 'el', 'Billboard', 'también', '.']","['Después', 'ella', 'tenia', 'otro', 'canciones', 'como', 'No', 'Limit', ',', 'Motorsport', ',', 'y', 'Finesse', 'que', 'fueron', 'en', 'el', 'Billboard', 'también', '.']","[3, 24]",gender and number agreement,"[2, 4, 23, 25]","Después ella tenia otras canciones como No Limit, Motorsport, y Finesse que fueron en el Billboard también.","Después ella tenia otro canciones como No Limit, Motorsport, y Finesse que fueron en el Billboard también."
283,622,5a95612334a6b3ca9060f72fd45420eefabe86fbc1b7f8fd011af559e26e4b25,SPA 3,"Ella se colaboro con otra artistas como G-Eazy, ASAP Rocky, Migos, Bruno Mars, y Nicki Minaj.","Ella se colaboro con [otra]{otros}<ga:na:mf:ps:det:an> artistas como G-Eazy, ASAP Rocky, Migos, Bruno Mars, y Nicki Minaj.",[otra]{otros}<ga:na:mf:ps:det:an>,ga:na:mf:ps:det:an,otros,otra,"['Ella', 'se', 'colaboro', 'con', 'otros', 'artistas', 'como', 'G', '-', 'Eazy', ',', 'ASAP', 'Rocky', ',', 'Migos', ',', 'Bruno', 'Mars', ',', 'y', 'Nicki', 'Minaj', '.']","['Ella', 'se', 'colaboro', 'con', 'otra', 'artistas', 'como', 'G', '-', 'Eazy', ',', 'ASAP', 'Rocky', ',', 'Migos', ',', 'Bruno', 'Mars', ',', 'y', 'Nicki', 'Minaj', '.']","[4, 28]",gender and number agreement,"[2, 3, 5, 26, 27, 29]","Ella se colaboro con otros artistas como G- Eazy, ASAP Rocky, Migos, Bruno Mars, y Nicki Minaj.","Ella se colaboro con otra artistas como G- Eazy, ASAP Rocky, Migos, Bruno Mars, y Nicki Minaj."
284,622,a3e9181fc55162715bdec7800765284ab20beace9b46bf7a4cdb1b598b78a14a,SPA 3,Ella esta junto con Offset.,Ella esta [junto]{junta}<ga:fm:adj:an> con Offset.,[junto]{junta}<ga:fm:adj:an>,ga:fm:adj:an,junta,junto,"['Ella', 'esta', 'junta', 'con', 'Offset', '.']","['Ella', 'esta', 'junto', 'con', 'Offset', '.']","[2, 9]",gender agreement,"[0, 1, 3, 4, 7, 8, 10, 11]",Ella esta junta con Offset.,Ella esta junto con Offset.
285,623,0b261fa5b948087b70a536d0ca6823f562821722ad101c43703bb293da801420,SPA 3,Una persona famoso me encanto es Michelle Obama.,Una persona [famoso]{famosa}<ga:fm:adj:an> me encanto es Michelle Obama.,[famoso]{famosa}<ga:fm:adj:an>,ga:fm:adj:an,famosa,famoso,"['Una', 'persona', 'famosa', 'me', 'encanto', 'es', 'Michelle', 'Obama', '.']","['Una', 'persona', 'famoso', 'me', 'encanto', 'es', 'Michelle', 'Obama', '.']","[2, 12]",gender agreement,"[0, 1, 10, 11]",Una persona famosa me encanto es Michelle Obama.,Una persona famoso me encanto es Michelle Obama.
286,623,bf6f890f9826ce694f46a14cf86f4c2cfa28657d7ea087688070e49a49c736f2,SPA 3,Me encanta su familia porque ellos son muy simpaticos y inteligente.,Me encanta su familia porque ellos son muy simpaticos y [inteligente]{inteligentes}<na:ps:adj:an>.,[inteligente]{inteligentes}<na:ps:adj:an>,na:ps:adj:an,inteligentes,inteligente,"['Me', 'encanta', 'su', 'familia', 'porque', 'ellos', 'son', 'muy', 'simpaticos', 'y', 'inteligentes', '.']","['Me', 'encanta', 'su', 'familia', 'porque', 'ellos', 'son', 'muy', 'simpaticos', 'y', 'inteligente', '.']","[10, 23]",number agreement,"[5, 6, 7, 12, 18, 19, 20, 25]",Me encanta su familia porque ellos son muy simpaticos y inteligentes.,Me encanta su familia porque ellos son muy simpaticos y inteligente.
287,623,53c81aea6a6ab0a038e598a49ff632906238048bb798cfab5af307c2f09b71c8,SPA 3,Sus ninas estan muy buenas chicas y su esposo era la presidencia to las estados unidos.,Sus ninas estan muy buenas chicas y su esposo era la presidencia to [las]{los}<ga:mf:det:inan> estados unidos.,[las]{los}<ga:mf:det:inan>,ga:mf:det:inan,los,las,"['Sus', 'ninas', 'estan', 'muy', 'buenas', 'chicas', 'y', 'su', 'esposo', 'era', 'la', 'presidencia', 'to', 'los', 'estados', 'unidos', '.']","['Sus', 'ninas', 'estan', 'muy', 'buenas', 'chicas', 'y', 'su', 'esposo', 'era', 'la', 'presidencia', 'to', 'las', 'estados', 'unidos', '.']","[13, 31]",gender agreement,"[12, 14, 15, 30, 32, 33]",Sus ninas estan muy buenas chicas y su esposo era la presidencia to los estados unidos.,Sus ninas estan muy buenas chicas y su esposo era la presidencia to las estados unidos.
288,623,9b5d16522e1dca285b1c3e045d3598e38e83842a9c13ce84428e172fa7faad39,SPA 3,yo recuredo cuando yo era un nina veo television con Michelle Obama hablando sobre el medio ambiente y como ser amigable con el medio ambiente.,yo recuredo cuando yo era [un]{una}<ga:fm:det:an> nina veo television con Michelle Obama hablando sobre el medio ambiente y como ser amigable con el medio ambiente.,[un]{una}<ga:fm:det:an>,ga:fm:det:an,una,un,"['yo', 'recuredo', 'cuando', 'yo', 'era', 'una', 'nina', 'veo', 'television', 'con', 'Michelle', 'Obama', 'hablando', 'sobre', 'el', 'medio', 'ambiente', 'y', 'como', 'ser', 'amigable', 'con', 'el', 'medio', 'ambiente', '.']","['yo', 'recuredo', 'cuando', 'yo', 'era', 'un', 'nina', 'veo', 'television', 'con', 'Michelle', 'Obama', 'hablando', 'sobre', 'el', 'medio', 'ambiente', 'y', 'como', 'ser', 'amigable', 'con', 'el', 'medio', 'ambiente', '.']","[5, 32]",gender agreement,"[0, 3, 4, 27, 30, 31]",yo recuredo cuando yo era una nina veo television con Michelle Obama hablando sobre el medio ambiente y como ser amigable con el medio ambiente.,yo recuredo cuando yo era un nina veo television con Michelle Obama hablando sobre el medio ambiente y como ser amigable con el medio ambiente.
289,623,3361e5fea62382eccafc202821da5f9995e90b4f80a77c5fd15406ec68cfaf5c,SPA 3,Ella era nacido en Illinois en Chicago.,Ella era [nacido]{nacida}<ga:fm:adj:an> en Illinois en Chicago.,[nacido]{nacida}<ga:fm:adj:an>,ga:fm:adj:an,nacida,nacido,"['Ella', 'era', 'nacida', 'en', 'Illinois', 'en', 'Chicago', '.']","['Ella', 'era', 'nacido', 'en', 'Illinois', 'en', 'Chicago', '.']","[2, 11]",gender agreement,"[0, 9]",Ella era nacida en Illinois en Chicago.,Ella era nacido en Illinois en Chicago.
290,623,668bf26f5689d994e16d4481c26099b2757f1585e6c7dce6ab2ba5513dce891b,SPA 3,cuando ella era la first lady de las estados unidos ella habia muchas cosas buenas con su tiempo y influencia el publico mucho.,cuando ella era la first lady de [las]{los}<ga:mf:det:inan> estados unidos ella habia muchas cosas buenas con su tiempo y influencia el publico mucho.,[las]{los}<ga:mf:det:inan>,ga:mf:det:inan,los,las,"['cuando', 'ella', 'era', 'la', 'first', 'lady', 'de', 'los', 'estados', 'unidos', 'ella', 'habia', 'muchas', 'cosas', 'buenas', 'con', 'su', 'tiempo', 'y', 'influencia', 'el', 'publico', 'mucho', '.']","['cuando', 'ella', 'era', 'la', 'first', 'lady', 'de', 'las', 'estados', 'unidos', 'ella', 'habia', 'muchas', 'cosas', 'buenas', 'con', 'su', 'tiempo', 'y', 'influencia', 'el', 'publico', 'mucho', '.']","[7, 32]",gender agreement,"[9, 10, 34, 35]",cuando ella era la first lady de los estados unidos ella habia muchas cosas buenas con su tiempo y influencia el publico mucho.,cuando ella era la first lady de las estados unidos ella habia muchas cosas buenas con su tiempo y influencia el publico mucho.
