,paragraph_id,sentence_id,course,essay_new,annotated_sentence,anno_error_cnt,full_error_tag,order_tag,error_tag,correction,error,target,correction_index,error_type,source,new_error_type,source_sentence,raw_evidence
760,1249,a1ece2d6eb63f49e3d6e5ac01201405d246da3b1625dbe53577a543f991a670e,SPA 3,"Para mi, la vacaciona perfecta es en la playa de Costa Rica, con fútbol, comida, arena, y las montañas para explorar.","Para mi, la [vacaciona]{vacaciones}<ig:in:f:s:noun:inan>  perfecta es en la playa de Costa Rica, con fútbol, comida, arena, y las montañas para explorar.",1,[vacaciona]{vacaciones}<ig:in:f:s:noun:inan>,0,ig:in:f:s:noun:inan,vacaciones,vacaciona,"['Para', 'mi', ',', 'la', 'vacaciones', 'perfecta', 'es', 'en', 'la', 'playa', 'de', 'Costa', 'Rica', ',', 'con', 'fútbol', ',', 'comida', ',', 'arena', ',', 'y', 'las', 'montañas', 'para', 'explorar', '.']","[4, 32]",ig:in:f:s,"['Para', 'mi', ',', 'la', 'vacaciona', 'perfecta', 'es', 'en', 'la', 'playa', 'de', 'Costa', 'Rica', ',', 'con', 'fútbol', ',', 'comida', ',', 'arena', ',', 'y', 'las', 'montañas', 'para', 'explorar', '.']",gender agreement,"Para mi , la vacaciona perfecta es en la playa de Costa Rica , con fútbol , comida , arena , y las montañas para explorar .","evidence words = ""la"", ""vacaciona""
indexes = 2, 3"
761,1250,35d404d162dbac0b32787311d1777c97f7f5be8aba43a5430a3214815ae57dd0,SPA 3,"Durante la semana, visitaríamos todo Santa Bárbara, viendo sus lugares secretos que los turistas no consiguen ver y probar la nueva comida que normalmente no obtenemos de donde normalmente estamos situados.","Durante la semana, visitaríamos [todo]{toda}<ga:fm:det:inan> Santa Bárbara, viendo sus lugares secretos que los turistas no consiguen ver y probar la nueva comida que normalmente no obtenemos de donde normalmente estamos situados.",1,[todo]{toda}<ga:fm:det:inan>,0,ga:fm:det:inan,toda,todo,"['Durante', 'la', 'semana', ',', 'visitaríamos', 'toda', 'Santa', 'Bárbara', ',', 'viendo', 'sus', 'lugares', 'secretos', 'que', 'los', 'turistas', 'no', 'consiguen', 'ver', 'y', 'probar', 'la', 'nueva', 'comida', 'que', 'normalmente', 'no', 'obtenemos', 'de', 'donde', 'normalmente', 'estamos', 'situados', '.']","[5, 40]",ga:fm,"['Durante', 'la', 'semana', ',', 'visitaríamos', 'todo', 'Santa', 'Bárbara', ',', 'viendo', 'sus', 'lugares', 'secretos', 'que', 'los', 'turistas', 'no', 'consiguen', 'ver', 'y', 'probar', 'la', 'nueva', 'comida', 'que', 'normalmente', 'no', 'obtenemos', 'de', 'donde', 'normalmente', 'estamos', 'situados', '.']",gender agreement,"Durante la semana , visitaríamos todo Santa Bárbara , viendo sus lugares secretos que los turistas no consiguen ver y probar la nueva comida que normalmente no obtenemos de donde normalmente estamos situados .","evidence words = ""todo"", ""Santa Bárbara""
indexes = 3, 5"
762,1251,03b32ffd6082f976d396f397c5216020b5ea04706a8be0bbdfa2f0f19dcdc574,SPA 3,Londres tiene muchos comidas y bebidas.,Londres tiene [muchos]{muchas}<ga:fm:det:inan> comidas y bebidas.,1,[muchos]{muchas}<ga:fm:det:inan>,0,ga:fm:det:inan,muchas,muchos,"['Londres', 'tiene', 'muchas', 'comidas', 'y', 'bebidas', '.']","[2, 10]",ga:fm,"['Londres', 'tiene', 'muchos', 'comidas', 'y', 'bebidas', '.']",gender agreement,Londres tiene muchos comidas y bebidas .,"evidence words = ""tiene"", ""muchos"", ""comidas""
indexes = 1, 2, 3"
762,1251,d3fc8b7ae390eeddd1e4188895fce6dc9dd105f02005fc56e9ecaa6703136dc0,SPA 3,¡Es sabroso!,¡Es [sabroso]{sabrosa}<ga:fm:adj:inan>!,1,[sabroso]{sabrosa}<ga:fm:adj:inan>,0,ga:fm:adj:inan,sabrosa,sabroso,"['¡', 'Es', 'sabrosa', '!']","[2, 7]",ga:fm,"['¡', 'Es', 'sabroso', '!']",gender agreement,¡ Es sabroso !,"evidence words = ""Es"", ""sabroso""
indexes = 1, 2"
762,1251,c0befb8ae0b5653aefd42f7ca85d600e33291aa7c5c3c3ae04dcf0ab1d42db38,SPA 3,"Parrillada es mi favorito, pero me gustan muchos alimentos.","Parrillada es mi [favorito]{favorita}<ga:fm:adj:inan>, pero me gustan muchos alimentos.",1,[favorito]{favorita}<ga:fm:adj:inan>,0,ga:fm:adj:inan,favorita,favorito,"['Parrillada', 'es', 'mi', 'favorita', ',', 'pero', 'me', 'gustan', 'muchos', 'alimentos', '.']","[3, 15]",ga:fm,"['Parrillada', 'es', 'mi', 'favorito', ',', 'pero', 'me', 'gustan', 'muchos', 'alimentos', '.']",gender agreement,"Parrillada es mi favorito , pero me gustan muchos alimentos .","evidence words = ""Parrillada"", ""es"", ""mi"", ""favorito""
indexes = 0, 1, 2, 3"
763,1252,20f0861c0b1b142ce66d089456abf5d65d460649df2e27809c87b73c20baed81,SPA 3,Yo quiero unas vacaciones muy relajante.,Yo quiero unas vacaciones muy [relajante]{relajantes}<na:ps:adj:inan>.,1,[relajante]{relajantes}<na:ps:adj:inan>,0,na:ps:adj:inan,relajantes,relajante,"['Yo', 'quiero', 'unas', 'vacaciones', 'muy', 'relajantes', '.']","[5, 13]",na:ps,"['Yo', 'quiero', 'unas', 'vacaciones', 'muy', 'relajante', '.']",number agreement,Yo quiero unas vacaciones muy relajante .,"evidence words = ""unas"", ""vacaciones"", ""relajante""
indexes = 2, 3, 6"
764,1253,70a5a489be9e509687a9a97f559ddf51bee0cdf170323ba7fb03f42895eb0311,SPA 2,"Despues de tomo el clase de español uno y dos en *CITY*, he aprendido mucho sobre el idioma y la cultura.","Despues de tomo [el]{la}<ga:fm:det:inan> clase de español uno y dos en *CITY*, he aprendido mucho sobre el idioma y la cultura.",1,[el]{la}<ga:fm:det:inan>,0,ga:fm:det:inan,la,el,"['Despues', 'de', 'tomo', 'la', 'clase', 'de', 'español', 'uno', 'y', 'dos', 'en', '*', 'CITY', '*', ',', 'he', 'aprendido', 'mucho', 'sobre', 'el', 'idioma', 'y', 'la', 'cultura', '.']","[3, 29]",ga:fm,"['Despues', 'de', 'tomo', 'el', 'clase', 'de', 'español', 'uno', 'y', 'dos', 'en', '*', 'CITY', '*', ',', 'he', 'aprendido', 'mucho', 'sobre', 'el', 'idioma', 'y', 'la', 'cultura', '.']",gender agreement,"Despues de tomo el clase de español uno y dos en * CITY * , he aprendido mucho sobre el idioma y la cultura .","evidence words = ""tomo el clase"", ""indexes = [2, 3, 4]"""
764,1253,6a11fc823f693020a23b311f17e82a8d439be1079e298aca04591036f0d0c7a9,SPA 2,Nos quedaríamos en la Hotel Casa Grande Aeropuerto.,Nos quedaríamos en [la]{el}<ga:mf:det:inan> Hotel Casa Grande Aeropuerto.,1,[la]{el}<ga:mf:det:inan>,0,ga:mf:det:inan,el,la,"['Nos', 'quedaríamos', 'en', 'el', 'Hotel', 'Casa', 'Grande', 'Aeropuerto', '.']","[3, 13]",ga:mf,"['Nos', 'quedaríamos', 'en', 'la', 'Hotel', 'Casa', 'Grande', 'Aeropuerto', '.']",gender agreement,Nos quedaríamos en la Hotel Casa Grande Aeropuerto .,"evidence words = ""la"", ""Hotel""
indexes = 3, 4"
764,1253,75bd149105b5791d4fea4695c34553439d2e4ba524661eac2d9271bba73e1ce5,SPA 2,Fue construido en mil mil cinco cientos cuarenta y un.,Fue [construido]{construida}<ga:fm:adj:inan> en mil mil cinco cientos cuarenta y un.,1,[construido]{construida}<ga:fm:adj:inan>,0,ga:fm:adj:inan,construida,construido,"['Fue', 'construida', 'en', 'mil', 'mil', 'cinco', 'cientos', 'cuarenta', 'y', 'un', '.']","[1, 13]",ga:fm,"['Fue', 'construido', 'en', 'mil', 'mil', 'cinco', 'cientos', 'cuarenta', 'y', 'un', '.']",gender agreement,Fue construido en mil mil cinco cientos cuarenta y un .,"evidence words = ""Fue"", ""construido""
indexes = 0, 1"
764,1253,fd2bce6b4f6ff3f95de511108e663eee260f0f845eb8215fca3e87e6fcd0e512,SPA 2,Mis vacaciones perfectas es una donde puedo pasar tiempo con mi familia y hacer lo que quieran.,Mis vacaciones perfectas es [una]{unas}<na:ps:pron:inan> donde puedo pasar tiempo con mi familia y hacer lo que quieran.,1,[una]{unas}<na:ps:pron:inan>,0,na:ps:pron:inan,unas,una,"['Mis', 'vacaciones', 'perfectas', 'es', 'unas', 'donde', 'puedo', 'pasar', 'tiempo', 'con', 'mi', 'familia', 'y', 'hacer', 'lo', 'que', 'quieran', '.']","[4, 23]",na:ps,"['Mis', 'vacaciones', 'perfectas', 'es', 'una', 'donde', 'puedo', 'pasar', 'tiempo', 'con', 'mi', 'familia', 'y', 'hacer', 'lo', 'que', 'quieran', '.']",number agreement,Mis vacaciones perfectas es una donde puedo pasar tiempo con mi familia y hacer lo que quieran .,"evidence words = unas, vacaciones
indexes = 1, 2"
765,1254,bc4e13dbcc8a2eea228148a8e3607028de113903d8251e55d0b89c5396b00b27,SPA 2,Nos lleva unos 9 horas en coche de Davis a LA.,Nos lleva [unos]{unas}<ga:fm:det:inan> 9 horas en coche de Davis a LA.,1,[unos]{unas}<ga:fm:det:inan>,0,ga:fm:det:inan,unas,unos,"['Nos', 'lleva', 'unas', '9', 'horas', 'en', 'coche', 'de', 'Davis', 'a', 'LA', '.']","[2, 15]",ga:fm,"['Nos', 'lleva', 'unos', '9', 'horas', 'en', 'coche', 'de', 'Davis', 'a', 'LA', '.']",gender agreement,Nos lleva unos 9 horas en coche de Davis a LA .,"evidence words = unos, 9, horas
indexes = 2, 3, 4"
766,1255,eda2383432425f5a3c2e629f28cdb35aad348638e7219a89d4c0f19921d4490f,SPA 1,"Tambien, nos gustan las hamburgesas pero las hamburgesas no es bueno para su salud, por la tanto no como las hamburgesas durante mis vacaciones.","Tambien, nos gustan las hamburgesas pero las hamburgesas no es [bueno]{buenas}<ga:na:fm:ps:adj:inan> para su salud, por la tanto no como las hamburgesas durante mis vacaciones.",1,[bueno]{buenas}<ga:na:fm:ps:adj:inan>,0,ga:na:fm:ps:adj:inan,buenas,bueno,"['Tambien', ',', 'nos', 'gustan', 'las', 'hamburgesas', 'pero', 'las', 'hamburgesas', 'no', 'es', 'buenas', 'para', 'su', 'salud', ',', 'por', 'la', 'tanto', 'no', 'como', 'las', 'hamburgesas', 'durante', 'mis', 'vacaciones', '.']","[11, 39]",ga:na:fm:ps,"['Tambien', ',', 'nos', 'gustan', 'las', 'hamburgesas', 'pero', 'las', 'hamburgesas', 'no', 'es', 'bueno', 'para', 'su', 'salud', ',', 'por', 'la', 'tanto', 'no', 'como', 'las', 'hamburgesas', 'durante', 'mis', 'vacaciones', '.']",gender and number agreement,"Tambien , nos gustan las hamburgesas pero las hamburgesas no es bueno para su salud , por la tanto no como las hamburgesas durante mis vacaciones .","evidence words = ""hamburgesas"", ""bueno""
indexes = 4, 10"
767,1256,b7952e2b00b6acb6a924a04560c8b7b530bf1097441e5f16668420cd776a33d7,SPA 2,"A la mañana siguiente, nos haría volver en la playa y algunos meditación y luego ir a bailar música hawaiana.","A la mañana siguiente, nos haría volver en la playa y [algunos]{alguna}<ga:na:fm:sp:det:inan> meditación y luego ir a bailar música hawaiana.",1,[algunos]{alguna}<ga:na:fm:sp:det:inan>,0,ga:na:fm:sp:det:inan,alguna,algunos,"['A', 'la', 'mañana', 'siguiente', ',', 'nos', 'haría', 'volver', 'en', 'la', 'playa', 'y', 'alguna', 'meditación', 'y', 'luego', 'ir', 'a', 'bailar', 'música', 'hawaiana', '.']","[12, 35]",ga:na:fm:sp,"['A', 'la', 'mañana', 'siguiente', ',', 'nos', 'haría', 'volver', 'en', 'la', 'playa', 'y', 'algunos', 'meditación', 'y', 'luego', 'ir', 'a', 'bailar', 'música', 'hawaiana', '.']",gender and number agreement,"A la mañana siguiente , nos haría volver en la playa y algunos meditación y luego ir a bailar música hawaiana .","evidence words = ""y"", ""algunos"", ""meditación""
indexes = 11, 12, 13"
768,1257,c80fab18ad11aa316fb4d6a6f87f70f927291fdb6d86e0ef97c56ae89124d689,SPA 3,Traeré un guía de viajes.,Traeré [un]{una}<ga:fm:det:inan> guía de viajes.,1,[un]{una}<ga:fm:det:inan>,0,ga:fm:det:inan,una,un,"['Traeré', 'una', 'guía', 'de', 'viajes', '.']","[1, 8]",ga:fm,"['Traeré', 'un', 'guía', 'de', 'viajes', '.']",gender agreement,Traeré un guía de viajes .,"evidence words = un, guía
indexes = 1, 2"
768,1257,3598ebbebda7cd7702cf927f7e8b61a08ff6e9e908fe69922752fd67f4574891,SPA 3,Me gusta caminar en los países nuevo.,Me gusta caminar en los países [nuevo]{nuevos}<na:ps:adj:inan>.,1,[nuevo]{nuevos}<na:ps:adj:inan>,0,na:ps:adj:inan,nuevos,nuevo,"['Me', 'gusta', 'caminar', 'en', 'los', 'países', 'nuevos', '.']","[6, 15]",na:ps,"['Me', 'gusta', 'caminar', 'en', 'los', 'países', 'nuevo', '.']",number agreement,Me gusta caminar en los países nuevo .,"evidence words = caminar, en, los, países, nuevo
indexes = 2, 3, 4, 5, 6"
768,1257,ccaa20fcf3f25990b252fe2afb3987040e83059d2fa348269829edfc18de7aad,SPA 3,En España tienen tapas que son muy deliciosa.,En España tienen tapas que son muy [deliciosa]{deliciosas}<na:ps:adj:inan>.,1,[deliciosa]{deliciosas}<na:ps:adj:inan>,0,na:ps:adj:inan,deliciosas,deliciosa,"['En', 'España', 'tienen', 'tapas', 'que', 'son', 'muy', 'deliciosas', '.']","[7, 17]",na:ps,"['En', 'España', 'tienen', 'tapas', 'que', 'son', 'muy', 'deliciosa', '.']",number agreement,En España tienen tapas que son muy deliciosa .,"evidence words = España, tapas, deliciosa
indexes = 1, 3, 8"
768,1257,0bb1d96f26bcac84f57472356dbf2f74aeb72501735a2624f4ebe5a91813f400,SPA 3,Esta vacación perfecta es gratis.,Esta [vacación]{vacaciones}<in:s:noun:inan> perfecta es gratis.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Esta', 'vacaciones', 'perfecta', 'es', 'gratis', '.']","[1, 8]",in:s,"['Esta', 'vacación', 'perfecta', 'es', 'gratis', '.']",number agreement,Esta vacación perfecta es gratis .,"evidence words = ""Esta"", ""vacación""
indexes = 0, 1"
768,1257,c34f6e04753fafae8bc36b59fb9c83b0f40fee9e61d14540365ca4792a3d3cf6,SPA 3,Esta vacación me está cansando.,Esta [vacación]{vacaciones}<in:s:noun:inan> me está cansando.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Esta', 'vacaciones', 'me', 'está', 'cansando', '.']","[1, 8]",in:s,"['Esta', 'vacación', 'me', 'está', 'cansando', '.']",number agreement,Esta vacación me está cansando .,"evidence words = ""Esta"", ""vacación""
indexes = 0, 1"
768,1257,87789ec07d69d56f4d421db7148ff6d8ccbafe70af58206dc16c21644a04e7e0,SPA 3,Es muy difícil a escribir una vacación en español con no preparación.,Es muy difícil a escribir una [vacación]{vacaciones}<in:s:noun:inan> en español con no preparación.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Es', 'muy', 'difícil', 'a', 'escribir', 'una', 'vacaciones', 'en', 'español', 'con', 'no', 'preparación', '.']","[6, 20]",in:s,"['Es', 'muy', 'difícil', 'a', 'escribir', 'una', 'vacación', 'en', 'español', 'con', 'no', 'preparación', '.']",number agreement,Es muy difícil a escribir una vacación en español con no preparación .,"evidence words = ""una"", ""vacación""
indexes = 4, 5"
768,1257,fa01f7322e7f9aa8c437a2c0983d6b1c736388f9e756fd7038b4acd1f41a26f6,SPA 3,Ojalá tiene una vacación muy interesante.,Ojalá tiene una [vacación]{vacaciones}<in:s:noun:inan> muy interesante.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Ojalá', 'tiene', 'una', 'vacaciones', 'muy', 'interesante', '.']","[3, 11]",in:s,"['Ojalá', 'tiene', 'una', 'vacación', 'muy', 'interesante', '.']",number agreement,Ojalá tiene una vacación muy interesante .,"evidence words = Ojalá, tiene, una, vacación
indexes = 0, 1, 2, 3"
768,1257,85b10ec423585864f103299bdefb4188a9a51c3db25f27e6004d9184cb9d9871,SPA 3,"Ojalá que tiene una vacación perfecta gratis, también.","Ojalá que tiene una [vacación]{vacaciones}<in:s:noun:inan> perfecta gratis, también.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Ojalá', 'que', 'tiene', 'una', 'vacaciones', 'perfecta', 'gratis', ',', 'también', '.']","[4, 15]",in:s,"['Ojalá', 'que', 'tiene', 'una', 'vacación', 'perfecta', 'gratis', ',', 'también', '.']",number agreement,"Ojalá que tiene una vacación perfecta gratis , también .","evidence words = ""una"", ""vacación""
indexes = 3, 4"
768,1257,201a447b83f51d76b26cc07d09d2d3060c34625918235ab110da78e7d9cb2ad4,SPA 3,"No sé que es bastante palabras, pero la computadora sigue cierrando.","No sé que es [bastante]{bastantes}<na:ps:det:inan> palabras, pero la computadora sigue cierrando.",1,[bastante]{bastantes}<na:ps:det:inan>,0,na:ps:det:inan,bastantes,bastante,"['No', 'sé', 'que', 'es', 'bastantes', 'palabras', ',', 'pero', 'la', 'computadora', 'sigue', 'cierrando', '.']","[4, 18]",na:ps,"['No', 'sé', 'que', 'es', 'bastante', 'palabras', ',', 'pero', 'la', 'computadora', 'sigue', 'cierrando', '.']",number agreement,"No sé que es bastante palabras , pero la computadora sigue cierrando .","evidence words = ""es"", ""bastante"", ""palabras""
indexes = 3, 4, 5"
769,1258,fea9204ae14a8addc7967c7ed3aea7834602f3ae2cf198fc9281f707b0887b0f,SPA 2,La vacación muy perfecta es con mi familia y viajamos a India por dos meses.,La [vacación]{vacaciones}<in:s:noun:inan> muy perfecta es con mi familia y viajamos a India por dos meses.,1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['La', 'vacaciones', 'muy', 'perfecta', 'es', 'con', 'mi', 'familia', 'y', 'viajamos', 'a', 'India', 'por', 'dos', 'meses', '.']","[1, 18]",in:s,"['La', 'vacación', 'muy', 'perfecta', 'es', 'con', 'mi', 'familia', 'y', 'viajamos', 'a', 'India', 'por', 'dos', 'meses', '.']",number agreement,La vacación muy perfecta es con mi familia y viajamos a India por dos meses .,"evidence words = ""La"", ""vacación""
indexes = 0, 1"
769,1258,54f0541608015d391463bf52aeffe97a59c4090e01a3b935220ba7a991ed33fe,SPA 2,"Así que en está vacación, mi familia y yo visitamos las personas de nuestra familia y hablamos por muchas horas.","Así que en está [vacación]{vacaciones}<in:s:noun:inan>, mi familia y yo visitamos las personas de nuestra familia y hablamos por muchas horas.",1,[vacación]{vacaciones}<in:s:noun:inan>,0,in:s:noun:inan,vacaciones,vacación,"['Así', 'que', 'en', 'está', 'vacaciones', ',', 'mi', 'familia', 'y', 'yo', 'visitamos', 'las', 'personas', 'de', 'nuestra', 'familia', 'y', 'hablamos', 'por', 'muchas', 'horas', '.']","[4, 27]",in:s,"['Así', 'que', 'en', 'está', 'vacación', ',', 'mi', 'familia', 'y', 'yo', 'visitamos', 'las', 'personas', 'de', 'nuestra', 'familia', 'y', 'hablamos', 'por', 'muchas', 'horas', '.']",number agreement,"Así que en está vacación , mi familia y yo visitamos las personas de nuestra familia y hablamos por muchas horas .","evidence words = ""está vacación""
indexes = 3, 4"
769,1258,4536d6b80c959c9a20f39561593ce5a1894c78a40f9c40ea5f61dd5597f9708c,SPA 2,Hay muchas supermercados aire libre allí en India y podemos tratar nuevas cosas.,Hay [muchas]{muchos}<ga:mf:det:inan> supermercados aire libre allí en India y podemos tratar nuevas cosas.,1,[muchas]{muchos}<ga:mf:det:inan>,0,ga:mf:det:inan,muchos,muchas,"['Hay', 'muchos', 'supermercados', 'aire', 'libre', 'allí', 'en', 'India', 'y', 'podemos', 'tratar', 'nuevas', 'cosas', '.']","[1, 16]",ga:mf,"['Hay', 'muchas', 'supermercados', 'aire', 'libre', 'allí', 'en', 'India', 'y', 'podemos', 'tratar', 'nuevas', 'cosas', '.']",gender agreement,Hay muchas supermercados aire libre allí en India y podemos tratar nuevas cosas .,"evidence words = ""muchas"", ""supermercados""
indexes = 1, 2"
769,1258,47f7ed3fe5ac1cbacfd922884ec476697a79bfabc9947e374949ce8c390a67a5,SPA 2,La comida de India es muy caliente y bebo mucho agua cuando yo visito India!,La comida de India es muy caliente y bebo [mucho]{mucha}<ga:fm:det:aty:inan> agua cuando yo visito India!,1,[mucho]{mucha}<ga:fm:det:aty:inan>,0,ga:fm:det:aty:inan,mucha,mucho,"['La', 'comida', 'de', 'India', 'es', 'muy', 'caliente', 'y', 'bebo', 'mucha', 'agua', 'cuando', 'yo', 'visito', 'India', '!']","[9, 26]",ga:fm:det:aty,"['La', 'comida', 'de', 'India', 'es', 'muy', 'caliente', 'y', 'bebo', 'mucho', 'agua', 'cuando', 'yo', 'visito', 'India', '!']",gender agreement,La comida de India es muy caliente y bebo mucho agua cuando yo visito India !,"evidence words = ""bebo"", ""mucho"", ""agua""
indexes = 11, 12, 13"
769,1258,980617ceeb700c0252ec9955a4a0fd6e91f83e7cfa9a6417f1b7d52b529c6c99,SPA 2,Me gusta visitar las iglesias porque tienen mucho historia.,Me gusta visitar las iglesias porque tienen [mucho]{mucha}<ga:fm:det:inan> historia.,1,[mucho]{mucha}<ga:fm:det:inan>,0,ga:fm:det:inan,mucha,mucho,"['Me', 'gusta', 'visitar', 'las', 'iglesias', 'porque', 'tienen', 'mucha', 'historia', '.']","[7, 18]",ga:fm,"['Me', 'gusta', 'visitar', 'las', 'iglesias', 'porque', 'tienen', 'mucho', 'historia', '.']",gender agreement,Me gusta visitar las iglesias porque tienen mucho historia .,"evidence words = mucho, historia
indexes = 7, 8"
769,1258,843f74f3fdd0bcd9961834fa8da1bd2185d1501a13a980f93aba56abe7e2e4a8,SPA 2,Mi familia también les gusta mirar películas en el cine.,Mi familia también [les]{le}<na:sp:pron:an> gusta mirar películas en el cine.,1,[les]{le}<na:sp:pron:an>,0,na:sp:pron:an,le,les,"['Mi', 'familia', 'también', 'le', 'gusta', 'mirar', 'películas', 'en', 'el', 'cine', '.']","[3, 15]",na:sp,"['Mi', 'familia', 'también', 'les', 'gusta', 'mirar', 'películas', 'en', 'el', 'cine', '.']",number agreement,Mi familia también les gusta mirar películas en el cine .,"evidence words = Mi, familia, también, les, gusta, mirar, películas
indexes = 0, 1, 2, 3, 4, 5, 6"
769,1258,904802e24035831fe6e07f158e76ceed9acb97ed3c72cd2498b2decb69904b2c,SPA 2,Las películas de Bollywood son muy largo y toman tres horas o más!,Las películas de Bollywood son muy [largo]{largas}<ga:na:fm:ps:adj:inan> y toman tres horas o más!,1,[largo]{largas}<ga:na:fm:ps:adj:inan>,0,ga:na:fm:ps:adj:inan,largas,largo,"['Las', 'películas', 'de', 'Bollywood', 'son', 'muy', 'largas', 'y', 'toman', 'tres', 'horas', 'o', 'más', '!']","[6, 21]",ga:na:fm:ps,"['Las', 'películas', 'de', 'Bollywood', 'son', 'muy', 'largo', 'y', 'toman', 'tres', 'horas', 'o', 'más', '!']",gender and number agreement,Las películas de Bollywood son muy largo y toman tres horas o más !,"evidence words = ""películas"", ""largas""
indexes = 1, 6"
